channel;$\Delta E = 400$ eV;$\Delta E = 4$ keV;$\Delta E = 10$ keV;$\Delta E = 40$ keV;$\Delta E = 90$ keV;$\Delta E = 200$ keV
865; 3.98384437517340E+0002; 3.98362541018701E+0002; 3.98315238050025E+0002; 3.98207504896626E+0002; 3.97493782442766E+0002; 3.64917621620562E+0002
866; 3.98220613798508E+0002; 3.98212959857183E+0002; 3.98146302458512E+0002; 3.98054539183253E+0002; 3.96998616699017E+0002; 3.60575128430464E+0002
867; 3.98042699112966E+0002; 3.98042035452516E+0002; 3.97985575528204E+0002; 3.97893483035281E+0002; 3.96383199633859E+0002; 3.56031905755006E+0002
868; 3.97899270826666E+0002; 3.97882307078476E+0002; 3.97821069617655E+0002; 3.97736325129102E+0002; 3.95607173745263E+0002; 3.51279667125168E+0002
869; 3.97739111655998E+0002; 3.97718401694947E+0002; 3.97664368167384E+0002; 3.97577130598810E+0002; 3.94623603624325E+0002; 3.46311300794104E+0002
870; 3.97574241424633E+0002; 3.97543570842885E+0002; 3.97492879221214E+0002; 3.97410351243708E+0002; 3.93375243164575E+0002; 3.41120964496464E+0002
871; 3.97415102074864E+0002; 3.97392145425657E+0002; 3.97331740781648E+0002; 3.97254912450343E+0002; 3.91798643365305E+0002; 3.35703935268676E+0002
872; 3.97254640472098E+0002; 3.97229503450265E+0002; 3.97165983301409E+0002; 3.97092652721596E+0002; 3.89816144428110E+0002; 3.30057822920576E+0002
873; 3.97094347569699E+0002; 3.97067204748244E+0002; 3.97006839307066E+0002; 3.96925257316566E+0002; 3.87340437358249E+0002; 3.24180933631449E+0002
874; 3.96927747881537E+0002; 3.96902991868839E+0002; 3.96834983152098E+0002; 3.96746508986524E+0002; 3.84280544919544E+0002; 3.18073607735467E+0002
875; 3.96772020342985E+0002; 3.96740764731437E+0002; 3.96672134159999E+0002; 3.96541446382530E+0002; 3.80534094263679E+0002; 3.11737794862386E+0002
876; 3.96612222412168E+0002; 3.96578583946577E+0002; 3.96510109934957E+0002; 3.96298403631309E+0002; 3.75995469723777E+0002; 3.05177396845336E+0002
877; 3.96454236133891E+0002; 3.96422294113772E+0002; 3.96358791683987E+0002; 3.95945293332443E+0002; 3.70558739342567E+0002; 2.98397784584893E+0002
878; 3.96282840045526E+0002; 3.96255284209914E+0002; 3.96195691510191E+0002; 3.95385253395814E+0002; 3.64125582808114E+0002; 2.91406623785796E+0002
879; 3.96124654161073E+0002; 3.96100203219101E+0002; 3.96032749551168E+0002; 3.94439509058361E+0002; 3.56603514655408E+0002; 2.84212107316258E+0002
880; 3.95960744502462E+0002; 3.95932715181704E+0002; 3.95855572151645E+0002; 3.92814249158678E+0002; 3.47914909086887E+0002; 2.76826990653801E+0002
881; 3.95771880730407E+0002; 3.95728472450878E+0002; 3.95681944301711E+0002; 3.90074514328553E+0002; 3.38007693068151E+0002; 2.69263383888257E+0002
882; 3.95599640651118E+0002; 3.95562451716892E+0002; 3.95461784217177E+0002; 3.85593206519327E+0002; 3.26851311222811E+0002; 2.61535083844001E+0002
883; 3.95351888465651E+0002; 3.95298108759200E+0002; 3.95104957537810E+0002; 3.78578383682493E+0002; 3.14447995790004E+0002; 2.53657754862402E+0002
884; 3.94864086078762E+0002; 3.94766518699904E+0002; 3.94305574833177E+0002; 3.68121907808105E+0002; 3.00833749842536E+0002; 2.45648645021447E+0002
885; 3.93586415408320E+0002; 3.93347145867608E+0002; 3.92108397577990E+0002; 3.53340400486378E+0002; 2.86086386617912E+0002; 2.37525957496067E+0002
886; 3.89640715978185E+0002; 3.89079177842478E+0002; 3.86121325901976E+0002; 3.33516666856399E+0002; 2.70315446320639E+0002; 2.29308759399727E+0002
887; 3.78587023203614E+0002; 3.77445904669251E+0002; 3.71645455388269E+0002; 3.08345949012420E+0002; 2.53668416622814E+0002; 2.21018968558366E+0002
888; 3.52456526578162E+0002; 3.50618883905469E+0002; 3.41869496201796E+0002; 2.78108581020810E+0002; 2.36324875178444E+0002; 2.12676874728605E+0002
889; 3.01912192510850E+0002; 2.99914577007300E+0002; 2.91098147967243E+0002; 2.43751252222645E+0002; 2.18490669722701E+0002; 2.04304258051489E+0002
890; 2.25246515476291E+0002; 2.24382758616731E+0002; 2.20939621682525E+0002; 2.06855872095301E+0002; 2.00389696356125E+0002; 1.95922859264958E+0002
891; 1.38018057998681E+0002; 1.39084894544442E+0002; 1.43967090072955E+0002; 1.69400795539101E+0002; 1.82262173661383E+0002; 1.87555884575596E+0002
892; 6.59726068911180E+0001; 6.81215653291465E+0001; 7.79735493698895E+0001; 1.33474282232285E+0002; 1.64342100725848E+0002; 1.79225272245933E+0002
893; 2.36594705038537E+0001; 2.54277024577857E+0001; 3.41987745773243E+0001; 1.00912988029812E+0002; 1.46858316673473E+0002; 1.70953103269026E+0002
894; 6.18868358978721E+0000; 7.04414250336467E+0000; 1.19326919877934E+0001; 7.30542679211768E+0001; 1.30023724609461E+0002; 1.62760650362983E+0002
895; 1.15785377797031E+0000; 1.42183810796252E+0000; 3.26305735048854E+0000; 5.05349982497374E+0001; 1.14024773211605E+0002; 1.54670360956650E+0002
896; 1.46349095522680E-0001; 1.98210242693065E-0001; 6.91681301106496E-0001; 3.33459923981516E+0001; 9.90223605355194E+0001; 1.46701910780735E+0002
897; 1.09112858876658E-0002; 1.69382708912662E-0002; 1.09319653993837E-0001; 2.09595143239080E+0001; 8.51363801331338E+0001; 1.38874780184155E+0002
898; 6.49557849725811E-0004; 1.16161425913812E-0003; 1.16237979019615E-0002; 1.25296448016497E+0001; 7.24525320365113E+0001; 1.31207354161677E+0002
899; 2.62491337436165E-0005; 5.51344777452243E-0005; 1.05526134775672E-0003; 7.12106282567185E+0000; 6.10171224173283E+0001; 1.23716913761172E+0002
;;; 7.14166305043759E-0005; 3.84240414005842E+0000; 5.08454933439565E+0001; 1.16418890016577E+0002
;;;; 1.96601794387240E+0000; 4.19148204646240E+0001; 1.09329153981349E+0002
;;;; 9.47905122868156E-0001; 3.41763132732410E+0001; 1.02459845532513E+0002
;;;; 4.35072977197789E-0001; 2.75579506075109E+0001; 9.58223478470761E+0001
;;;; 1.84921670828962E-0001; 2.19745664710177E+0001; 8.94264213158141E+0001
;;;; 7.59079345378818E-0002; 1.73242412012739E+0001; 8.32801829402899E+0001
;;;; 2.94553816552203E-0002; 1.35023137380596E+0001; 7.73901253165507E+0001
;;;; 1.08186331599167E-0002; 1.04006223046681E+0001; 7.17611532722494E+0001
;;;; 3.75493895225661E-0003; 7.92010250828450E+0000; 6.63959438080489E+0001
;;;; 1.23086648316876E-0003; 5.96068016670353E+0000; 6.12974418814775E+0001
;;;; 3.51106902162409E-0004; 4.43282968041965E+0000; 5.64650367554568E+0001
;;;; 1.02320822053991E-0004; 3.25745432552372E+0000; 5.18974593693347E+0001
;;;; 2.70317686867155E-0005; 2.36499910135031E+0000; 4.75920692676156E+0001
;;;;; 1.69442119502064E+0000; 4.35449088108911E+0001
;;;;; 1.20088203625658E+0000; 3.97511207662805E+0001
;;;;; 8.40631237199790E-0001; 3.62040548102237E+0001
;;;;; 5.81198928829344E-0001; 3.28980454860412E+0001
;;;;; 3.94363106115553E-0001; 2.98245150585671E+0001
;;;;; 2.65985261605003E-0001; 2.69750143465331E+0001
;;;;; 1.77174832069539E-0001; 2.43404203269541E+0001
;;;;; 1.16514313752351E-0001; 2.19113785471672E+0001
;;;;; 7.57103927514430E-0002; 1.96771554226017E+0001
;;;;; 4.85818623199000E-0002; 1.76295061868366E+0001
;;;;; 3.07772002257109E-0002; 1.57571514079224E+0001
;;;;; 1.92523733025028E-0002; 1.40498098323114E+0001
;;;;; 1.18588777721056E-0002; 1.24972298616666E+0001
;;;;; 7.23806502680949E-0003; 1.10892061793582E+0001
;;;;; 4.36188027536320E-0003; 9.81583977273316E+0000
;;;;; 2.59022718641768E-0003; 8.66750026608485E+0000
;;;;; 1.51751984920355E-0003; 7.63412875862526E+0000
;;;;; 8.74898171330282E-0004; 6.70807797780689E+0000
;;;;; 4.68602490234494E-0004; 5.87983026311954E+0000
;;;;; 2.60790594524711E-0004; 5.14109174470137E+0000
;;;;; 1.40702096087004E-0004; 4.48401043429379E+0000
;;;;; 7.79033294202519E-0005; 3.90113893422473E+0000
;;;;;; 3.38557358108538E+0000
;;;;;; 2.93073310302947E+0000
;;;;;; 2.53060587950919E+0000
;;;;;; 2.17858340861470E+0000
;;;;;; 1.87173884924838E+0000
;;;;;; 1.60400614783272E+0000
;;;;;; 1.37113742652929E+0000
;;;;;; 1.16909818372558E+0000
;;;;;; 9.94290381635187E-0001
;;;;;; 8.43461632514398E-0001
;;;;;; 7.13649288783491E-0001
;;;;;; 6.02083599401350E-0001
;;;;;; 5.06669738385338E-0001
;;;;;; 4.24338098918942E-0001
;;;;;; 3.55353613509557E-0001
;;;;;; 2.96816263809368E-0001
;;;;;; 2.47279683670787E-0001
;;;;;; 2.05468939127827E-0001
;;;;;; 1.70285888037867E-0001
;;;;;; 1.40719619095164E-0001
;;;;;; 1.16027349409892E-0001
;;;;;; 9.54185905680086E-0002
;;;;;; 7.82638783601931E-0002
;;;;;; 6.40223962604429E-0002
;;;;;; 5.22341147689374E-0002
;;;;;; 4.24409479730397E-0002
;;;;;; 3.44522648062892E-0002
;;;;;; 2.78937357695836E-0002
;;;;;; 2.25243597276070E-0002
;;;;;; 1.81406429734412E-0002
;;;;;; 1.45701423398292E-0002
;;;;;; 1.16633448239970E-0002
;;;;;; 9.31193636494024E-0003
;;;;;; 7.37440870249063E-0003
;;;;;; 5.86313332074304E-0003
;;;;;; 4.64909093597433E-0003
;;;;;; 3.67667612615865E-0003
;;;;;; 2.89983997382981E-0003
;;;;;; 2.27913584643373E-0003
;;;;;; 1.78294507808126E-0003
;;;;;; 1.38929698412484E-0003
;;;;;; 1.01179257471957E-0003
;;;;;; 7.88814398922196E-0004
;;;;;; 6.13307510978773E-0004
;;;;;; 4.75556017947599E-0004
;;;;;; 3.67676365458018E-0004
;;;;;; 2.83470209816187E-0004
;;;;;; 2.18018315951220E-0004
;;;;;; 1.65427494686151E-0004
;;;;;; 1.21833044347709E-0004
;;;;;; 8.75754637982713E-0005
;;;;;; 5.92773178004941E-0005
